Retailer Name,Location,City,State,Country,Region,Activity Start Date,Activity End Date,Brand Model #,Brand Name,Category,Trademark,Three Files,Piano Sound,Distributor,Country of Origin,Manufacture Date,Price,Evidence
Pravin Agencies,Sr No. 55/2 Shreeram Nagar Hsg. Society Chandan Nagar Shree Ram Society Pune International Airport Area Lohegaon Pune Maharashtra 411014,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE32K6500,Haier,DMT,Yes,Yes,Both,Haier Appliances (India) Pvt. Ltd,India,,24990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cadf
Pravin Agencies,Sr No. 55/2 Shreeram Nagar Hsg. Society Chandan Nagar Shree Ram Society Pune International Airport Area Lohegaon Pune Maharashtra 411014,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE32B9000,Haier,DMT,No,Yes,Both,Haier Appliances (India) Pvt. Ltd,India,,19990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cade
Pravin Agencies,Sr No. 55/2 Shreeram Nagar Hsg. Society Chandan Nagar Shree Ram Society Pune International Airport Area Lohegaon Pune Maharashtra 411014,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE49K6000B,Haier,DMT,No,Yes,Both,,,,34990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cadd
Jain Electronics,Shop No:5-2-96/1(137) Near Bible House Rashtrapati Rd Hyderbasthi Bhoiguda Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TX 32 7A2Y,Truvision,DMT,No,No,No,Videotex International Pvt. Ltd.,India,,10800,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca78
Jain Electronics,Shop No:5-2-96/1(137) Near Bible House Rashtrapati Rd Hyderbasthi Bhoiguda Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L32H210MS,LLOYD,DMT,No,No,No,Havells India Ltd. ,India,,13000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca79
Jain Electronics,Shop No:5-2-96/1(137) Near Bible House Rashtrapati Rd Hyderbasthi Bhoiguda Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L43F2KOOS,LLOYD,DMT,No,Yes,No,Havells India Ltd. ,India,,20000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca7a
Jain Electronics,Shop No:5-2-96/1(137) Near Bible House Rashtrapati Rd Hyderbasthi Bhoiguda Secunderabad Telangana 500003,Secunderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32,Fame,DMT,No,No,No,,,,9000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca77
Gokul Electronics,Shop No 3-4 Kailash Park Golf Club Rd Opposite Neeta Park Society Janta Nagar Yerwada Village Yerawada Pune Maharashtra 411006,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,24HB1,ONIDA,DMT,No,No,No,Mirc Electronics Ltd,India ,,12990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cae7
Gokul Electronics,Shop No 3-4 Kailash Park Golf Club Rd Opposite Neeta Park Society Janta Nagar Yerwada Village Yerawada Pune Maharashtra 411006,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE33K6500AG,Haier,DMT,Yes,Yes,Both,Haier Appliances (India) Pvt. Ltd,India,,14500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cae8
Gokul Electronics,Shop No 3-4 Kailash Park Golf Club Rd Opposite Neeta Park Society Janta Nagar Yerwada Village Yerawada Pune Maharashtra 411006,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,Crown 24,Crown,DMT,No,No,No,,,,8500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cae5
Gokul Electronics,Shop No 3-4 Kailash Park Golf Club Rd Opposite Neeta Park Society Janta Nagar Yerwada Village Yerawada Pune Maharashtra 411006,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32,Crown,DMT,No,Yes,No,,,,12000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cae6
Shah’s ,Shahs PORUR: No. 450/4/1 Arcot Road GaneshNagar Porur Chennai-600116,Chennai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L32M5-AL,Mi,DMT,No,Yes,No,"TCL Overseas Electronics (Huizhou) Co., Ltd.",China,2019,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c533
Reliance Digital,Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes Althara Nagar Vellayambalam Thiruvananthapuram Kerala 695010 India,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,55R500,TCL ,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,,42990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce94
Reliance Digital,Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes Althara Nagar Vellayambalam Thiruvananthapuram Kerala 695010 India,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40R300,TCL ,DMT,Yes,Yes,Both,Mirc Electronics Ltd,2018,,7,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce6c
Reliance Digital,Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes Althara Nagar Vellayambalam Thiruvananthapuram Kerala 695010 India,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32S6500S,TCL ,DMT,Yes,Yes,Both,Mirc Electronics Ltd,India,,10240,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce71
Reliance Digital,Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes Althara Nagar Vellayambalam Thiruvananthapuram Kerala 695010 India,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,2T-C32AB2M,SHARP,DMT,No,Yes,No,SHARP MANUFACTURING CORPORATION (M) SDN. BHD.,Malaysia ,,16990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce72
Reliance Digital,Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes Althara Nagar Vellayambalam Thiruvananthapuram Kerala 695010 India,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LC-60UA6800X,SHARP,DMT,No,Yes,Both,SHARP MANUFACTURING CORPORATION (M) SDN. BHD.,Malaysia,,79990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce95
Reliance Digital,Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes Althara Nagar Vellayambalam Thiruvananthapuram Kerala 695010 India,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LC-24LE175I,SHARP,DMT,No,No,No,PT. SHARP ELECTRONICS INDONESIA,Indonesia,,9900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce74
Reliance Digital,Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes Althara Nagar Vellayambalam Thiruvananthapuram Kerala 695010 India,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43F4390,RECONNECT,DMT,No,Yes,No,Dixon Technologies (India) Ltd,,,19990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce70
Reliance Digital,Sasthamangalam Shree Dhanya Apex 31/747 Sasthamangalam Opp Alibaba And Dishes Sreedhanya Homes Althara Nagar Vellayambalam Thiruvananthapuram Kerala 695010 India,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32H3282S,RECONNECT,DMT,No,No,No,Dixon Technologies (India) Ltd,,,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce73
Croma,"Sarjapur, Bengaluru, Sarjapur Main Rd, Amblipura, PWD Quarters, Ambalipura, Haralur, Karnataka 560035",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40S6500,TCL ,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,,,18990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c461
Croma,"Sarjapur, Bengaluru, Sarjapur Main Rd, Amblipura, PWD Quarters, Ambalipura, Haralur, Karnataka 560035",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32G300,TCL ,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,2019,9990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c463
Croma,"Sarjapur, Bengaluru, Sarjapur Main Rd, Amblipura, PWD Quarters, Ambalipura, Haralur, Karnataka 560035",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,55P8E,TCL ,DMT,No,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,,35990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c462
Croma,"Sarjapur, Bengaluru, Sarjapur Main Rd, Amblipura, PWD Quarters, Ambalipura, Haralur, Karnataka 560035",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LD32HTS06F,Hitachi,DMT,No,Yes,Holiday 1,Infiniti Retail Ltd,China,,14990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c467
Croma,"Sarjapur, Bengaluru, Sarjapur Main Rd, Amblipura, PWD Quarters, Ambalipura, Haralur, Karnataka 560035",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,CREL 7326,CROMA,DMT,No,Yes,Both,Shivam Enterprises,India,,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c465
Croma,"Sarjapur, Bengaluru, Sarjapur Main Rd, Amblipura, PWD Quarters, Ambalipura, Haralur, Karnataka 560035",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,CREL 7318,CROMA,DMT,No,Yes,No,Shivam Enterprises,India,,7990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c466
Viveks,"PVC Complex, 21B & 21C, Arcot Rd, Porur, Chennai, Tamil Nadu 600116",Chennai,Tamil Nadu,,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40G300,TCL ,DMT,No,Yes,Both,Mirc Electronics Ltd,India,,16000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c54e
Viveks,"PVC Complex, 21B & 21C, Arcot Rd, Porur, Chennai, Tamil Nadu 600116",Chennai,Tamil Nadu,,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,50P65,TCL ,DMT,Yes,Yes,Both,Mirc Electronics Ltd,,,35990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c5f9
Viveks,"PVC Complex, 21B & 21C, Arcot Rd, Porur, Chennai, Tamil Nadu 600116",Chennai,Tamil Nadu,,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE40K6500A,Haier,DMT,No,Yes,Both,SHENZHEN MTC CO LTD,China,,27000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c54c
Viveks,"PVC Complex, 21B & 21C, Arcot Rd, Porur, Chennai, Tamil Nadu 600116",Chennai,Tamil Nadu,,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE55U6500UAG,Haier,DMT,No,No,No,SHENZHEN MTC CO LTD,China,,51000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c54f
Viveks,"PVC Complex, 21B & 21C, Arcot Rd, Porur, Chennai, Tamil Nadu 600116",Chennai,Tamil Nadu,,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE32B9500WB,Haier,DMT,No,No,No,Haier Appliances (India) Pvt. Ltd,India,,23000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c54d
Croma,"Plot No.C, Aditya City Centre, GH-3, Vaibhav Khand, Indirapuram, Ghaziabad, 201001",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32S6500,TCL ,DMT,No,Yes,Both,Mirc Electronics Ltd,India,,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c38e
Croma,"Plot No.C, Aditya City Centre, GH-3, Vaibhav Khand, Indirapuram, Ghaziabad, 201001",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,55X9000F,SONY,DMT,No,Yes,Both,SONY EMCS (MALAYSIA) SDN BHD,Malaysia,2019,114990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c3ba
Croma,"Plot No.C, Aditya City Centre, GH-3, Vaibhav Khand, Indirapuram, Ghaziabad, 201001",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KLV-32R202G,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,2019,18990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c38f
Croma,"Plot No.C, Aditya City Centre, GH-3, Vaibhav Khand, Indirapuram, Ghaziabad, 201001",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KLV-32R302F,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,2018,16999,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c397
Croma,"Plot No.C, Aditya City Centre, GH-3, Vaibhav Khand, Indirapuram, Ghaziabad, 201001",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KD-43X8000G,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,2019,84900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c3b6
Croma,"Plot No.C, Aditya City Centre, GH-3, Vaibhav Khand, Indirapuram, Ghaziabad, 201001",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,55U5570,RECONNECT,DMT,No,Yes,Both,Dixon Technologies (India) Ltd,India,2019,38490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c395
Croma,"Plot No.C, Aditya City Centre, GH-3, Vaibhav Khand, Indirapuram, Ghaziabad, 201001",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,55C8PTA,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2019,147000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c3c3
Croma,"Plot No.C, Aditya City Centre, GH-3, Vaibhav Khand, Indirapuram, Ghaziabad, 201001",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,49UJ632T,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2019,38490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c3c4
Croma,"Plot No.C, Aditya City Centre, GH-3, Vaibhav Khand, Indirapuram, Ghaziabad, 201001",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32LJ616D,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2019,16790,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c3c5
Vijay Sales,"Plot No.57/2, S.V. Road, Shastri Nagar Bus Stop. Borivali (West). Mumbai-400 092",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43PL,VU,DMT,No,Yes,Both,VU Technologies Pvt Ltd.,China,,28990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2ef
Vijay Sales,"Plot No.57/2, S.V. Road, Shastri Nagar Bus Stop. Borivali (West). Mumbai-400 092",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,VS43HAA4A,VISE,DMT,No,Yes,No,,,,10990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2ed
Vijay Sales,"Plot No.57/2, S.V. Road, Shastri Nagar Bus Stop. Borivali (West). Mumbai-400 092",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40S6500FS,TCL ,DMT,No,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,2019,20990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2ea
Vijay Sales,"Plot No.57/2, S.V. Road, Shastri Nagar Bus Stop. Borivali (West). Mumbai-400 092",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KD-43X7002G,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,,55990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2ee
Vijay Sales,"Plot No.57/2, S.V. Road, Shastri Nagar Bus Stop. Borivali (West). Mumbai-400 092",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43E4000S,SKYWORTH,DMT,No,No,No,Skyquad Electronics & Appliances Pvt. Ltd.,India,,24990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2e7
Vijay Sales,"Plot No.57/2, S.V. Road, Shastri Nagar Bus Stop. Borivali (West). Mumbai-400 092",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,50UIB1,ONIDA,DMT,No,Yes,Both,Mirc Electronics Ltd,India,,43990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2ec
Vijay Sales,"Plot No.57/2, S.V. Road, Shastri Nagar Bus Stop. Borivali (West). Mumbai-400 092",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,M43U2,METZ,DMT,No,Yes,Both,Skyquad Electronics & Appliances Pvt. Ltd.,India,,29990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2e5
Vijay Sales,"Plot No.57/2, S.V. Road, Shastri Nagar Bus Stop. Borivali (West). Mumbai-400 092",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,AM49FHSA1,AMSTRAD,DMT,No,Yes,Both,OVOT Pvt. Ltd.,India,,32380,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2f0
Vijay Sales Chandan Nagar,Plot No. 9 Survey No. 48/2 Prabhakar Hights Below Chate Classes Near Rupee Bank Pune-Nagar Road Chandan Nagar Kharadi Pune Maharashtra 411014,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,VS32HSAA,VISE,DMT,No,Yes,No,,,,9000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cab7
Vijay Sales Chandan Nagar,Plot No. 9 Survey No. 48/2 Prabhakar Hights Below Chate Classes Near Rupee Bank Pune-Nagar Road Chandan Nagar Kharadi Pune Maharashtra 411014,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32W4,SKYWORTH,DMT,No,Yes,No,Skyquad Electronics & Appliances Pvt. Ltd.,,,9500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cab5
Vijay Sales Chandan Nagar,Plot No. 9 Survey No. 48/2 Prabhakar Hights Below Chate Classes Near Rupee Bank Pune-Nagar Road Chandan Nagar Kharadi Pune Maharashtra 411014,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32TB5050,SKYWORTH,DMT,No,Yes,Both,Radiant Appliances And Electronics Private Limited,India,,13500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cad2
Vijay Sales Chandan Nagar,Plot No. 9 Survey No. 48/2 Prabhakar Hights Below Chate Classes Near Rupee Bank Pune-Nagar Road Chandan Nagar Kharadi Pune Maharashtra 411014,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,50PUT6103 S-94,Philips,DMT,Yes,Yes,Both,TPV Technology India Pvt. Ltd.,India,,32000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245caba
Vijay Sales Chandan Nagar,Plot No. 9 Survey No. 48/2 Prabhakar Hights Below Chate Classes Near Rupee Bank Pune-Nagar Road Chandan Nagar Kharadi Pune Maharashtra 411014,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43M2 (M43U2),METZ,DMT,Yes,Yes,Both,Skyquad Electronics & Appliances Pvt. Ltd.,India,,27000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cab8
Adhiswar India Limited,"Plot No. 1006 & 1007/1012/A & B / 39/2, Garvebhavi Palya, Hosur Main Road, Bangalore-58",Bangalore,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KD-43X7002G,SONY,DMT,No,Yes,Holiday 2,Competition Team Technology (India) Private Limited,India,,72900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2d8
Adhiswar India Limited,"Plot No. 1006 & 1007/1012/A & B / 39/2, Garvebhavi Palya, Hosur Main Road, Bangalore-58",Bangalore,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,2T-C32AB2M,SHARP,DMT,No,Yes,No,SHARP MANUFACTURING CORPORATION (M) SDN. BHD.,Malaysia ,,,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2d6
Adhiswar India Limited,"Plot No. 1006 & 1007/1012/A & B / 39/2, Garvebhavi Palya, Hosur Main Road, Bangalore-58",Bangalore,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LC-32SA4500X,SHARP,DMT,No,Yes,Holiday 2,PT. SHARP ELECTRONICS INDONESIA,Indonesia,2017,2990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2d5
Adhiswar India Limited,"Plot No. 1006 & 1007/1012/A & B / 39/2, Garvebhavi Palya, Hosur Main Road, Bangalore-58",Bangalore,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43UM7780,LG,DMT,No,Yes,Holiday 2,,,,58990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2d9
Adhiswar India Limited,"Plot No. 1006 & 1007/1012/A & B / 39/2, Garvebhavi Palya, Hosur Main Road, Bangalore-58",Bangalore,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE32K6500AG,Haier,DMT,No,Yes,Both,Haier Appliances (India) Pvt. Ltd,India,August 2019,24990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2d4
Adhiswar India Limited,"Plot No. 1006 & 1007/1012/A & B / 39/2, Garvebhavi Palya, Hosur Main Road, Bangalore-58",Bangalore,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,AD54001,ADZEN,DMT,No,No,No,Malhotra Electronics Pvt Ltd,India,,24990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c2d2
Sargam Electronics,"Plot No:- MLU 4, c/gh3,Vaibhav khand, Near Aditya Mall, Indrapuram, Ghaziabad, U.P, UP , UP , Zip Code: 201014, IN",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KLV-32R302F,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,2018,17990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c398
Sargam Electronics,"Plot No:- MLU 4, c/gh3,Vaibhav khand, Near Aditya Mall, Indrapuram, Ghaziabad, U.P, UP , UP , Zip Code: 201014, IN",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KD-43X8000G,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,2019,84500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c3b8
Sargam Electronics,"Plot No:- MLU 4, c/gh3,Vaibhav khand, Near Aditya Mall, Indrapuram, Ghaziabad, U.P, UP , UP , Zip Code: 201014, IN",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KD-55X9500G,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,2019,149990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c3c7
Sargam Electronics,"Plot No:- MLU 4, c/gh3,Vaibhav khand, Near Aditya Mall, Indrapuram, Ghaziabad, U.P, UP , UP , Zip Code: 201014, IN",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,55U5570,RECONNECT,DMT,No,Yes,Both,Dixon Technologies (India) Ltd,India,2019,36943,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c396
Sargam Electronics,"Plot No:- MLU 4, c/gh3,Vaibhav khand, Near Aditya Mall, Indrapuram, Ghaziabad, U.P, UP , UP , Zip Code: 201014, IN",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32LJ616D,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2019,14490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c3c0
Sargam Electronics,"Plot No:- MLU 4, c/gh3,Vaibhav khand, Near Aditya Mall, Indrapuram, Ghaziabad, U.P, UP , UP , Zip Code: 201014, IN",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,49UJ632T,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,Korean,2019,38990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c3c1
Sargam Electronics,"Plot No:- MLU 4, c/gh3,Vaibhav khand, Near Aditya Mall, Indrapuram, Ghaziabad, U.P, UP , UP , Zip Code: 201014, IN",Ghaziabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,55C8PTA,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,2019,140990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c3c2
