Retailer Name,Location,City,State,Country,Region,Activity Start Date,Activity End Date,Brand Model #,Brand Name,Category,Trademark,Three Files,Piano Sound,Distributor,Country of Origin,Manufacture Date,Price,Evidence 
Adhishwar,"Jaya nagar No 428, SINGIRI ARCADE, 40th Cross Road, 9th Main Rd, 5th Block, Jayanagar, Bengaluru, Karnataka 560041",Bangalore,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LC50UA6500X,SHARP,DMT,No,Yes,Both,SHARP MANUFACTURING CORPORATION (M) SDN. BHD.,Malaysia,,44990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c302
Adhishwar,"Jaya nagar No 428, SINGIRI ARCADE, 40th Cross Road, 9th Main Rd, 5th Block, Jayanagar, Bengaluru, Karnataka 560041",Bangalore,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,2T-C32AB2M,SHARP,DMT,No,Yes,No,SHARP MANUFACTURING CORPORATION (M) SDN. BHD.,Malaysia ,,17000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c303
Adhishwar,"Jaya nagar No 428, SINGIRI ARCADE, 40th Cross Road, 9th Main Rd, 5th Block, Jayanagar, Bengaluru, Karnataka 560041",Bangalore,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,2T-C40AB2M,SHARP,DMT,No,Yes,No,SHARP MANUFACTURING CORPORATION (M) SDN. BHD.,Malaysia ,,24990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c301
Adhishwar,"Jaya nagar No 428, SINGIRI ARCADE, 40th Cross Road, 9th Main Rd, 5th Block, Jayanagar, Bengaluru, Karnataka 560041",Bangalore,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LC-32SA4500X,SHARP,DMT,No,Yes,Both,PT. SHARP ELECTRONICS INDONESIA,Indonesia,,19990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c304
Adhishwar,"Jaya nagar No 428, SINGIRI ARCADE, 40th Cross Road, 9th Main Rd, 5th Block, Jayanagar, Bengaluru, Karnataka 560041",Bangalore,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,LE39B9000,Haier,DMT,No,Yes,Both,HKC CORPORATION LIMITED,China,,20990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c305
Adhishwar,"Jaya nagar No 428, SINGIRI ARCADE, 40th Cross Road, 9th Main Rd, 5th Block, Jayanagar, Bengaluru, Karnataka 560041",Bangalore,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,AD7500IDUS,ADZEN,DMT,No,Yes,Both,Malhotra Electronics Pvt Ltd,India,,57990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c300
Adhishwar,"Jaya nagar No 428, SINGIRI ARCADE, 40th Cross Road, 9th Main Rd, 5th Block, Jayanagar, Bengaluru, Karnataka 560041",Bangalore,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,AD32401DHN-1A,ADZEN,DMT,No,No,No,Malhotra Electronics Pvt Ltd,India,,12990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c306
Croma,"J.P.Nagar, Bengaluru, Ground floor/First Floor ,#45/1-1, Woody's, 17th Main, 5th Cross, Marenahalli Rd, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43PL,VU,DMT,Yes,Yes,Both,VU Technologies Pvt Ltd.,China,,25000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c355
Croma,"J.P.Nagar, Bengaluru, Ground floor/First Floor ,#45/1-1, Woody's, 17th Main, 5th Cross, Marenahalli Rd, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,50SM,VU,DMT,No,No,No,HISENSE INTERNATIONAL CO. LTD,China,,35000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c34e
Croma,"J.P.Nagar, Bengaluru, Ground floor/First Floor ,#45/1-1, Woody's, 17th Main, 5th Cross, Marenahalli Rd, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,49S6500,TCL ,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,,,29990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c354
Croma,"J.P.Nagar, Bengaluru, Ground floor/First Floor ,#45/1-1, Woody's, 17th Main, 5th Cross, Marenahalli Rd, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40S6500,TCL ,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,,18990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c352
Croma,"J.P.Nagar, Bengaluru, Ground floor/First Floor ,#45/1-1, Woody's, 17th Main, 5th Cross, Marenahalli Rd, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43P6US,TCL ,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,,28984,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c353
Croma,"J.P.Nagar, Bengaluru, Ground floor/First Floor ,#45/1-1, Woody's, 17th Main, 5th Cross, Marenahalli Rd, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32S6500,TCL ,DMT,Yes,Yes,Both,Mirc Electronics Ltd,India,,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c351
Croma,"J.P.Nagar, Bengaluru, Ground floor/First Floor ,#45/1-1, Woody's, 17th Main, 5th Cross, Marenahalli Rd, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,CREL7318,CROMA,DMT,No,Yes,No,Veira Electronics Private Limited,India,,8990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c34d
Croma,"J.P.Nagar, Bengaluru, Ground floor/First Floor ,#45/1-1, Woody's, 17th Main, 5th Cross, Marenahalli Rd, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,CREL7346,CROMA,DMT,Yes,Yes,Both,Veira Electronics Private Limited,India,,35590,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c350
Croma,"J.P.Nagar, Bengaluru, Ground floor/First Floor ,#45/1-1, Woody's, 17th Main, 5th Cross, Marenahalli Rd, 2nd Phase, J. P. Nagar, Bengaluru, Karnataka 560078",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,CREL 7351,CROMA,DMT,No,Yes,Both,Veira Electronics Private Limited,,,18990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c34f
Croma,"Infiniti Mall, Unit No.LG002, New Link Rd, Malad West Mumbai, 400064",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43PL,VU,DMT,No,Yes,Both,VU Technologies Pvt Ltd.,China,,25000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c284
Croma,"Infiniti Mall, Unit No.LG002, New Link Rd, Malad West Mumbai, 400064",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40S6500,TCL ,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,,19900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c286
Croma,"Infiniti Mall, Unit No.LG002, New Link Rd, Malad West Mumbai, 400064",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,OLED55C8PTA,LG,DMT,Yes,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,,184990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c283
Croma,"Infiniti Mall, Unit No.LG002, New Link Rd, Malad West Mumbai, 400064",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43LM6360PTB,LG,DMT,Yes,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,,43990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c285
Croma,"Infiniti Mall, Unit No.LG002, New Link Rd, Malad West Mumbai, 400064",Mumbai,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,CREL7345,CROMA,DMT,No,Yes,No,Veira Electronics Private Limited,India,,24490,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c288
Croma,"Indiranagar, Bangalore, 767-767/1,hal 2nd Floor, 100 Feet Rd, Indiranagar, Bengaluru, Karnataka 560038",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43PL,VU,DMT,No,Yes,Both,VU Technologies Pvt Ltd.,China,,25000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c422
Croma,"Indiranagar, Bangalore, 767-767/1,hal 2nd Floor, 100 Feet Rd, Indiranagar, Bengaluru, Karnataka 560038",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32S6500S,TCL ,DMT,Yes,Yes,Both,Mirc Electronics Ltd,India,,18990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c421
Croma,"Indiranagar, Bangalore, 767-767/1,hal 2nd Floor, 100 Feet Rd, Indiranagar, Bengaluru, Karnataka 560038",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,CREL7318,CROMA,DMT,No,Yes,No,Veira Electronics Private Limited,,,8990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c424
Croma,"Indiranagar, Bangalore, 767-767/1,hal 2nd Floor, 100 Feet Rd, Indiranagar, Bengaluru, Karnataka 560038",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,CREL 7316,CROMA,DMT,No,Yes,No,Veira Electronics Private Limited,India ,,7990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c423
Croma,"Indiranagar, Bangalore, 767-767/1,hal 2nd Floor, 100 Feet Rd, Indiranagar, Bengaluru, Karnataka 560038",Bengaluru,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,CREL 7344,CROMA,DMT,No,Yes,Both,Veira Electronics Private Limited,India,,11990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c41f
Bajaj Electronics,"House No. 5 4-17, Abids Road, Jr. Road, Hyderabad, Telangana 500001",Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,TH-32F200DX,PANASONIC ,DMT,No,No,No,Dixon Technologies (India) Ltd,India,,12990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca9a
Bajaj Electronics,"House No. 5 4-17, Abids Road, Jr. Road, Hyderabad, Telangana 500001",Hyderabad,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L32M5-AL,Mi,DMT,No,No,No,"TCL Overseas Electronics (Huizhou) Co., Ltd.",China,,12500,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ca97
Attinkara Electronics,Half Moon Tower Pongumoodu Road Near HDFC Bank Sreekariyam Thiruvananthapuram Kerala 695017,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32G300,TCL ,DMT,Yes,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,,10300,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c528
Attinkara Electronics,Half Moon Tower Pongumoodu Road Near HDFC Bank Sreekariyam Thiruvananthapuram Kerala 695017,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,Gloria 32,IMPEX,DMT,No,No,No,"Jinpin Electrical Co., Ltd.",China,,9990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c529
Attinkara Electronics,Half Moon Tower Pongumoodu Road Near HDFC Bank Sreekariyam Thiruvananthapuram Kerala 695017,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,HM4201,Homemate,DMT,No,No,No,,,,33990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c52a
Attinkara Electronics,Half Moon Tower Pongumoodu Road Near HDFC Bank Sreekariyam Thiruvananthapuram Kerala 695017,Ernakulam,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,DI32SF,Detel,DMT,No,No,No,Malhotra Electronics Pvt Ltd,India,,8990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c52b
Allied Electronics,"H-140-A, Pocket I, Pocket H, Dilshad Garden, Delhi, 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,49S6500FS,TCL ,DMT,No,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,2019,30990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c338
Allied Electronics,"H-140-A, Pocket I, Pocket H, Dilshad Garden, Delhi, 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32G300,TCL ,DMT,No,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,2019,10990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c337
Allied Electronics,"H-140-A, Pocket I, Pocket H, Dilshad Garden, Delhi, 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,42 ASMARTPLUS,T-SERIES,DMT,No,Yes,Both,T series,India,2018,2250,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c32a
Allied Electronics,"H-140-A, Pocket I, Pocket H, Dilshad Garden, Delhi, 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32R202G,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,Japan,2019,19990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c32c
Allied Electronics,"H-140-A, Pocket I, Pocket H, Dilshad Garden, Delhi, 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40R252F,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,2019,37990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c32d
Allied Electronics,"H-140-A, Pocket I, Pocket H, Dilshad Garden, Delhi, 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40R352F,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,,2019,41990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c32e
Allied Electronics,"H-140-A, Pocket I, Pocket H, Dilshad Garden, Delhi, 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KD-43X8000G,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,2019,69990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c330
Allied Electronics,"H-140-A, Pocket I, Pocket H, Dilshad Garden, Delhi, 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KD-43X7002G,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,2019,60990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c331
Allied Electronics,"H-140-A, Pocket I, Pocket H, Dilshad Garden, Delhi, 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,UA32M4010DRMXL,Samsung,DMT,No,Yes,Both,Samsung India Electronics Pvt Ltd,India,2019,16990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c32b
Allied Electronics,"H-140-A, Pocket I, Pocket H, Dilshad Garden, Delhi, 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,4A PRO 49,Mi,DMT,No,Yes,Both,"TCL Overseas Electronics (Huizhou) Co., Ltd.",China,2019,30990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c336
Allied Electronics,"H-140-A, Pocket I, Pocket H, Dilshad Garden, Delhi, 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L43FYK,LLOYD,DMT,No,Yes,Both,Havells India Ltd. ,India,2018,29990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c332
Allied Electronics,"H-140-A, Pocket I, Pocket H, Dilshad Garden, Delhi, 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L39FN2S,LLOYD,DMT,No,Yes,Both,Havells India Ltd. ,India,2019,30990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c334
Allied Electronics,"H-140-A, Pocket I, Pocket H, Dilshad Garden, Delhi, 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32LM636B,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,,19400,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c335
Nutan Electronics,"H 122a Dilshad Garden Dilshad Garden, Delhi, Delhi 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32G300,TCL ,DMT,No,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,2019,10990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c320
Nutan Electronics,"H 122a Dilshad Garden Dilshad Garden, Delhi, Delhi 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,49S6500FS,TCL ,DMT,No,Yes,Both,TCL King Electrical Appliances Huizhou Co Ltd,China,2019,30990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c323
Nutan Electronics,"H 122a Dilshad Garden Dilshad Garden, Delhi, Delhi 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KD-43X8000G,SONY,DMT,No,Yes,Both,Navrang electronic,Japan,2018,69990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c316
Nutan Electronics,"H 122a Dilshad Garden Dilshad Garden, Delhi, Delhi 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KD-43X7002G,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,2019,60990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c317
Nutan Electronics,"H 122a Dilshad Garden Dilshad Garden, Delhi, Delhi 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KLV-32R202F,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,2018,19990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c318
Nutan Electronics,"H 122a Dilshad Garden Dilshad Garden, Delhi, Delhi 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40R352F,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,,2018,41990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c31a
Nutan Electronics,"H 122a Dilshad Garden Dilshad Garden, Delhi, Delhi 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,40R252F,SONY,DMT,No,Yes,Both,Competition Team Technology (India) Private Limited,India,2018,37990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c31b
Nutan Electronics,"H 122a Dilshad Garden Dilshad Garden, Delhi, Delhi 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,UA32FH4003RLXL,Samsung,DMT,No,Yes,Both,Samsung Electronics Hcmc Ce Complex Co. Ltd.,Vietnam,2018,15990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c31d
Nutan Electronics,"H 122a Dilshad Garden Dilshad Garden, Delhi, Delhi 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43N5470,Samsung,DMT,No,Yes,Both,Dixon Technologies (India) Ltd,India,,40990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c319
Nutan Electronics,"H 122a Dilshad Garden Dilshad Garden, Delhi, Delhi 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,4A PRO 49,Mi,DMT,No,Yes,Both,"TCL Overseas Electronics (Huizhou) Co., Ltd.",China,2019,30990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c321
Nutan Electronics,"H 122a Dilshad Garden Dilshad Garden, Delhi, Delhi 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L39FN2S,LLOYD,DMT,No,Yes,Both,Havells India Ltd. ,India,2019,30990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c327
Nutan Electronics,"H 122a Dilshad Garden Dilshad Garden, Delhi, Delhi 110095",Delhi,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32LM636B,LG,DMT,No,Yes,Both,LG ELECTRONICS INDIA PVT LTD,India,,24990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c325
Ezone,"Ground Floor, Haiko Mall, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076, India",Mumbai,Maharashtra,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,49X7500F,SONY,DMT,No,Yes,Both,SONY EMCS (MALAYSIA) SDN BHD,Malaysia,,64990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c4c6
Ezone,"Ground Floor, Haiko Mall, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076, India",Mumbai,Maharashtra,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,55X8500F,SONY,DMT,No,Yes,Both,SONY EMCS (MALAYSIA) SDN BHD,Malaysia,,159911,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c4c7
Ezone,"Ground Floor, Haiko Mall, Central Ave, Hiranandani Gardens, Powai, Mumbai, Maharashtra 400076, India",Mumbai,Maharashtra,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,KLE65EXUJ97UHD,KORYO,DMT,No,Yes,Both,"K-Tronics ( SUZHOU) Technology Co., Ltd",China,,74990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245c475
Oxygen The Digital Shop,Ground Floor Cordial Regency CV Raman Pillai Road Vellayambalam Jct Vellayambalam Thiruvananthapuram Kerala 695010 India,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,43OA,VU,DMT,Yes,Yes,Both,HISENSE INTERNATIONAL CO. LTD,China,,38900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce5a
Oxygen The Digital Shop,Ground Floor Cordial Regency CV Raman Pillai Road Vellayambalam Jct Vellayambalam Thiruvananthapuram Kerala 695010 India,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32S6500S,TCL ,DMT,Yes,Yes,Both,Mirc Electronics Ltd,India,,14900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce55
Oxygen The Digital Shop,Ground Floor Cordial Regency CV Raman Pillai Road Vellayambalam Jct Vellayambalam Thiruvananthapuram Kerala 695010 India,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,Dawn 32 Smart,Smartlight,DMT,No,Yes,No,Mr. Care Center Private Limited,India,,15990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce57
Oxygen The Digital Shop,Ground Floor Cordial Regency CV Raman Pillai Road Vellayambalam Jct Vellayambalam Thiruvananthapuram Kerala 695010 India,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,GL32H0B0CF,LLOYD,DMT,No,Yes,No,"K-Tronics ( SUZHOU) Technology Co., Ltd",China,,22990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce56
Oxygen The Digital Shop,Ground Floor Cordial Regency CV Raman Pillai Road Vellayambalam Jct Vellayambalam Thiruvananthapuram Kerala 695010 India,Thiruvananthapuram,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,L32H210MS,LLOYD,DMT,No,Yes,No,Havells India Ltd. ,India,2018,12900,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245ce58
Digi 1 Kharadi Pune,Ground floor Arham Tower Nagar Rd Shree Ram Society Pune International Airport Area Kharadi Pune Maharashtra 411019,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,G-3936,VG,DMT,No,No,No,,,,18990,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cad8
Digi 1 Kharadi Pune,Ground floor Arham Tower Nagar Rd Shree Ram Society Pune International Airport Area Kharadi Pune Maharashtra 411019,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,G-3223,VG,DMT,No,No,No,,,,8000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cad7
Digi 1 Kharadi Pune,Ground floor Arham Tower Nagar Rd Shree Ram Society Pune International Airport Area Kharadi Pune Maharashtra 411019,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32S6500S,TCL ,DMT,No,Yes,Both,Mirc Electronics Ltd,India,,120000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cad3
Digi 1 Kharadi Pune,Ground floor Arham Tower Nagar Rd Shree Ram Society Pune International Airport Area Kharadi Pune Maharashtra 411019,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,S3219,SnS,DMT,Yes,Yes,No,,,,14000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cad6
Digi 1 Kharadi Pune,Ground floor Arham Tower Nagar Rd Shree Ram Society Pune International Airport Area Kharadi Pune Maharashtra 411019,Pune,,India,,2019-09-24T04:43:49.994Z,2019-10-07T04:43:49.994Z,32WEL3200,Ashford,DMT,No,No,No,WESTWAY ELECTRONICS LTD.,India,,8000,https://avscale-dcf07.firebaseapp.com/evidence-images/5e1b74797b29c5489245cad4
